customerid,gender,senior_citizen,partner,dependents,tenure_months,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,tenure_group,charges_tier,churn_display
5520-FVEWJ,Female,No,True,False,12,12,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,84.5,916.9,Yes,1,7-12 mo,High ($70+),Churned
5572-ZDXHY,Female,No,False,False,22,22,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Mailed check,84.3,1855.65,Yes,1,13-24 mo,High ($70+),Churned
3750-CKVKH,Male,No,False,False,2,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,67.75,116.65,Yes,1,0-6 mo,Medium ($35-70),Churned
8063-GBATB,Female,Yes,False,False,27,27,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.25,2287.25,Yes,1,25-48 mo,High ($70+),Churned
4547-KQRTM,Female,No,False,False,10,10,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),80.05,830.7,Yes,1,7-12 mo,High ($70+),Churned
4877-EVATK,Male,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,20.0,Yes,1,0-6 mo,Low ($0-35),Churned
7639-SUPCW,Female,No,False,False,22,22,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),48.8,1054.6,Yes,1,13-24 mo,Medium ($35-70),Churned
1069-XAIEM,Female,Yes,False,False,1,1,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.05,85.05,Yes,1,0-6 mo,High ($70+),Churned
4658-HCOHW,Female,No,True,False,21,21,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,102.8,2110.15,Yes,1,13-24 mo,High ($70+),Churned
3440-JPSCL,Female,No,False,False,6,6,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Mailed check,99.95,547.65,Yes,1,0-6 mo,High ($70+),Churned
2889-FPWRM,Male,No,True,False,72,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),117.8,8684.8,Yes,1,49-72 mo,High ($70+),Churned
6987-XQSJT,Female,Yes,False,False,54,54,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.5,4370.25,Yes,1,49-72 mo,High ($70+),Churned
4290-BSXUX,Male,No,True,False,3,3,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),79.65,251.75,Yes,1,0-6 mo,High ($70+),Churned
0325-XBFAC,Male,No,False,False,8,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,94.7,740.3,Yes,1,7-12 mo,High ($70+),Churned
2462-XIIJB,Male,No,False,False,5,5,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,92.5,452.7,Yes,1,0-6 mo,High ($70+),Churned
4760-XOHVN,Female,No,True,True,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.45,19.45,Yes,1,0-6 mo,Low ($0-35),Churned
7817-BOQPW,Female,No,False,False,2,2,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.55,166.3,Yes,1,0-6 mo,High ($70+),Churned
1853-UDXBW,Male,No,True,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.0,70.0,Yes,1,0-6 mo,Medium ($35-70),Churned
5458-CQJTA,Male,No,True,False,65,65,True,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),74.8,4820.15,Yes,1,49-72 mo,High ($70+),Churned
5219-YIPTK,Female,No,True,False,33,33,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.4,3409.6,Yes,1,25-48 mo,High ($70+),Churned
3540-RZJYU,Female,No,False,False,15,15,True,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,False,Electronic check,86.2,1270.2,Yes,1,13-24 mo,High ($70+),Churned
2091-MJTFX,Female,No,True,True,30,30,False,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,False,Credit card (automatic),51.2,1561.5,Yes,1,25-48 mo,Medium ($35-70),Churned
0883-EIBTI,Female,No,False,False,2,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.5,31.55,Yes,1,0-6 mo,Low ($0-35),Churned
0722-TROQR,Female,Yes,False,False,4,4,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.9,321.75,Yes,1,0-6 mo,High ($70+),Churned
7571-YXDAD,Female,No,False,False,2,2,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),74.9,147.15,Yes,1,0-6 mo,High ($70+),Churned
3393-FMZPV,Female,No,False,False,25,25,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.25,2387.75,Yes,1,25-48 mo,High ($70+),Churned
6402-ZFPPI,Female,Yes,False,False,25,25,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Mailed check,102.8,2660.2,Yes,1,25-48 mo,High ($70+),Churned
7486-KSRVI,Male,No,False,False,43,43,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,100.0,4211.55,Yes,1,25-48 mo,High ($70+),Churned
8443-WVPSS,Male,No,True,False,10,10,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,99.85,990.9,Yes,1,7-12 mo,High ($70+),Churned
3006-XIMLN,Female,No,False,False,2,2,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),94.2,193.8,Yes,1,0-6 mo,High ($70+),Churned
9965-YOKZB,Male,Yes,False,False,9,9,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,83.85,790.15,Yes,1,7-12 mo,High ($70+),Churned
0504-HHAPI,Female,Yes,False,False,27,27,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Credit card (automatic),88.3,2467.75,Yes,1,25-48 mo,High ($70+),Churned
6305-YLBMM,Male,No,False,False,69,69,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),104.05,7262.0,Yes,1,49-72 mo,High ($70+),Churned
3647-GMGDH,Male,No,True,False,22,22,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.7,1914.9,Yes,1,13-24 mo,High ($70+),Churned
3791-LGQCY,Female,Yes,True,False,56,56,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),100.65,5688.05,Yes,1,49-72 mo,High ($70+),Churned
8166-ZZTFS,Female,Yes,True,False,66,66,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),80.55,5265.1,Yes,1,49-72 mo,High ($70+),Churned
2956-GGUCQ,Male,Yes,True,False,24,24,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,78.85,1772.25,Yes,1,13-24 mo,High ($70+),Churned
6595-COKXZ,Female,No,False,False,1,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,44.45,44.45,Yes,1,0-6 mo,Medium ($35-70),Churned
0362-ZBZWJ,Male,No,False,False,36,36,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.9,3067.2,Yes,1,25-48 mo,High ($70+),Churned
4211-MMAZN,Male,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.25,20.25,Yes,1,0-6 mo,Low ($0-35),Churned
4274-OWWYO,Male,No,False,False,1,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.35,74.35,Yes,1,0-6 mo,High ($70+),Churned
1541-ETJZO,Male,No,False,False,1,1,True,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,62.05,62.05,Yes,1,0-6 mo,Medium ($35-70),Churned
4106-HADHQ,Male,No,True,False,39,39,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),80.0,3182.95,Yes,1,25-48 mo,High ($70+),Churned
2369-UAPKZ,Male,No,False,False,5,5,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Mailed check,104.1,541.9,Yes,1,0-6 mo,High ($70+),Churned
2778-OCLGR,Male,Yes,True,False,24,24,False,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,False,Bank transfer (automatic),39.1,971.3,Yes,1,13-24 mo,Medium ($35-70),Churned
0637-KVDLV,Male,No,False,False,2,2,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.5,162.45,Yes,1,0-6 mo,High ($70+),Churned
6633-MPWBS,Male,No,False,False,5,5,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,49.2,216.9,Yes,1,0-6 mo,Medium ($35-70),Churned
8785-EPNCG,Male,No,False,False,11,11,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),23.15,245.2,Yes,1,7-12 mo,Low ($0-35),Churned
5729-KLZAR,Female,No,True,False,4,4,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,80.85,302.75,Yes,1,0-6 mo,High ($70+),Churned
1582-RAFML,Male,No,False,False,1,1,True,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,60.1,60.1,Yes,1,0-6 mo,Medium ($35-70),Churned
8740-CRYFY,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,78.95,78.95,Yes,1,0-6 mo,High ($70+),Churned
2962-XPMCQ,Male,No,False,False,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.15,98.5,Yes,1,0-6 mo,Medium ($35-70),Churned
1678-FYZOW,Female,No,False,False,3,3,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.4,244.65,Yes,1,0-6 mo,High ($70+),Churned
8627-EHGIP,Male,No,False,False,44,44,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,True,Mailed check,53.95,2375.4,Yes,1,25-48 mo,Medium ($35-70),Churned
5480-TBGPH,Female,No,True,False,24,24,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.3,2431.35,Yes,1,13-24 mo,High ($70+),Churned
8854-CCVSQ,Male,No,False,False,18,18,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,80.65,1451.9,Yes,1,13-24 mo,High ($70+),Churned
0511-JTEOY,Female,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,71.1,71.1,Yes,1,0-6 mo,High ($70+),Churned
7067-KSAZT,Female,Yes,True,False,65,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.25,6979.8,Yes,1,49-72 mo,High ($70+),Churned
6532-YLWSI,Female,No,True,False,53,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.8,1021.8,Yes,1,49-72 mo,Low ($0-35),Churned
9300-AGZNL,Male,Yes,False,False,1,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.0,94.0,Yes,1,0-6 mo,High ($70+),Churned
1112-CUNAO,Female,Yes,False,False,15,15,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,89.85,1424.95,Yes,1,13-24 mo,High ($70+),Churned
5175-AOBHI,Female,No,False,False,4,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,46.0,193.6,Yes,1,0-6 mo,Medium ($35-70),Churned
5174-RNGBH,Female,No,False,False,9,9,True,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,False,Mailed check,66.25,620.55,Yes,1,7-12 mo,Medium ($35-70),Churned
7270-BDIOA,Female,No,False,False,22,22,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,90.0,1993.8,Yes,1,13-24 mo,High ($70+),Churned
9565-JSNFM,Male,No,False,False,38,38,True,No,Fiber optic,No,No,No,No,No,No,One year,True,Bank transfer (automatic),70.45,2597.6,Yes,1,25-48 mo,High ($70+),Churned
0607-DAAHE,Male,No,False,False,53,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.75,1052.35,Yes,1,49-72 mo,Low ($0-35),Churned
9732-KPKBW,Male,No,False,False,1,1,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Electronic check,53.95,53.95,Yes,1,0-6 mo,Medium ($35-70),Churned
3389-YGYAI,Female,Yes,False,False,8,8,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.5,829.55,Yes,1,7-12 mo,High ($70+),Churned
9560-ARGQJ,Female,No,False,False,16,16,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,81.0,1312.15,Yes,1,13-24 mo,High ($70+),Churned
5134-IKDAY,Female,No,True,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.8,69.8,Yes,1,0-6 mo,Medium ($35-70),Churned
3070-DVEYC,Male,Yes,False,False,7,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,73.75,545.15,Yes,1,7-12 mo,High ($70+),Churned
5707-ORNDZ,Male,Yes,False,False,9,9,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,54.55,494.05,Yes,1,7-12 mo,Medium ($35-70),Churned
8696-JKZNU,Female,Yes,False,False,37,37,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.25,2841.55,Yes,1,25-48 mo,High ($70+),Churned
5380-AFSSK,Female,No,False,False,5,5,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Mailed check,93.9,486.85,Yes,1,0-6 mo,High ($70+),Churned
2055-PDADH,Female,Yes,False,False,3,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.4,204.7,Yes,1,0-6 mo,High ($70+),Churned
8714-EUHJO,Female,No,True,False,31,31,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,91.15,2995.45,Yes,1,25-48 mo,High ($70+),Churned
3721-CNEYS,Female,No,False,False,2,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.95,137.95,Yes,1,0-6 mo,High ($70+),Churned
2568-OIADY,Female,No,True,False,37,37,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.5,3762.0,Yes,1,25-48 mo,High ($70+),Churned
1193-RTSLK,Female,No,False,False,38,38,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),83.9,3233.6,Yes,1,25-48 mo,High ($70+),Churned
4855-SNKMY,Female,No,False,False,1,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.1,44.1,Yes,1,0-6 mo,Medium ($35-70),Churned
2302-ANTDP,Female,Yes,True,False,48,48,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,117.45,5438.9,Yes,1,25-48 mo,High ($70+),Churned
5923-GXUOC,Male,No,False,False,10,10,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.4,1081.45,Yes,1,7-12 mo,High ($70+),Churned
5233-GEEAX,Male,Yes,False,False,8,8,False,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,29.4,221.9,Yes,1,7-12 mo,Low ($0-35),Churned
4432-ADRLB,Male,No,False,False,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.65,74.9,Yes,1,0-6 mo,Medium ($35-70),Churned
8993-PHFWD,Female,No,False,False,3,3,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,25.25,58.9,Yes,1,0-6 mo,Low ($0-35),Churned
1565-RHDJD,Female,No,False,False,4,4,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),84.05,333.55,Yes,1,0-6 mo,High ($70+),Churned
7137-RYLPP,Male,Yes,True,False,37,37,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.7,3171.15,Yes,1,25-48 mo,High ($70+),Churned
3765-JXVKY,Female,No,False,False,1,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.7,74.7,Yes,1,0-6 mo,High ($70+),Churned
7330-WZLNC,Female,No,False,False,5,5,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.8,455.5,Yes,1,0-6 mo,High ($70+),Churned
3957-LXOLK,Female,Yes,False,False,28,28,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.15,3152.5,Yes,1,25-48 mo,High ($70+),Churned
6635-MYYYZ,Female,No,False,False,30,30,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Bank transfer (automatic),85.35,2530.4,Yes,1,25-48 mo,High ($70+),Churned
5281-BUZGT,Male,Yes,False,False,36,36,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,True,Electronic check,90.85,3186.7,Yes,1,25-48 mo,High ($70+),Churned
5378-IKEEG,Female,No,False,False,1,1,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,35.75,35.75,Yes,1,0-6 mo,Medium ($35-70),Churned
2718-GAXQD,Female,Yes,True,True,4,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,46.0,181.6,Yes,1,0-6 mo,Medium ($35-70),Churned
6413-XKKPU,Male,No,True,False,17,17,True,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.4,1539.45,Yes,1,13-24 mo,High ($70+),Churned
1449-XQEMT,Male,No,False,False,3,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.8,58.15,Yes,1,0-6 mo,Low ($0-35),Churned
2626-URJFX,Male,No,True,True,4,4,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,50.9,225.6,Yes,1,0-6 mo,Medium ($35-70),Churned
2612-RRIDN,Male,No,False,False,4,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,81.0,340.85,Yes,1,0-6 mo,High ($70+),Churned
4735-ASGMA,Male,No,False,False,26,26,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.35,2515.3,Yes,1,25-48 mo,High ($70+),Churned
3669-LVWZB,Male,No,False,False,5,5,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Mailed check,51.0,305.95,Yes,1,0-6 mo,Medium ($35-70),Churned
6892-EZDTG,Female,No,True,False,4,4,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,91.65,365.4,Yes,1,0-6 mo,High ($70+),Churned
9725-SCPZG,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.85,90.85,Yes,1,0-6 mo,High ($70+),Churned
5884-GCYMI,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,69.4,69.4,Yes,1,0-6 mo,Medium ($35-70),Churned
3217-FZDMN,Female,Yes,False,False,8,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.45,742.95,Yes,1,7-12 mo,High ($70+),Churned
7853-GVUDZ,Female,No,True,True,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.15,20.15,Yes,1,0-6 mo,Low ($0-35),Churned
7480-QNVZJ,Male,Yes,False,False,50,50,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.7,4816.7,Yes,1,49-72 mo,High ($70+),Churned
3943-KDREE,Female,No,False,False,26,26,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),74.95,1834.95,Yes,1,25-48 mo,High ($70+),Churned
9239-ZBZZV,Female,No,False,False,6,6,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,47.95,305.1,Yes,1,0-6 mo,Medium ($35-70),Churned
4398-HSCJH,Female,No,False,False,3,3,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,63.6,155.65,Yes,1,0-6 mo,Medium ($35-70),Churned
4430-UZIPO,Male,No,False,False,3,3,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,36.85,108.7,Yes,1,0-6 mo,Medium ($35-70),Churned
8008-HAWED,Male,No,False,False,14,14,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,50.75,712.75,Yes,1,13-24 mo,Medium ($35-70),Churned
7124-UGSUR,Female,Yes,True,False,61,61,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),104.4,6405.0,Yes,1,49-72 mo,High ($70+),Churned
1862-SKORY,Female,Yes,True,False,40,40,False,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,39.3,1637.4,Yes,1,25-48 mo,Medium ($35-70),Churned
1502-XFCVR,Female,No,False,False,58,58,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.45,6145.85,Yes,1,49-72 mo,High ($70+),Churned
9692-TUSXH,Female,No,False,False,18,18,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.05,1740.7,Yes,1,13-24 mo,High ($70+),Churned
7912-SYRQT,Female,No,False,False,7,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.1,552.95,Yes,1,7-12 mo,High ($70+),Churned
4816-JBHOV,Male,Yes,False,False,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.7,93.7,Yes,1,0-6 mo,Medium ($35-70),Churned
8292-TYSPY,Male,No,False,False,19,19,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,True,Credit card (automatic),55.0,1046.5,Yes,1,13-24 mo,Medium ($35-70),Churned
1867-BDVFH,Male,No,True,False,11,11,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.35,834.2,Yes,1,7-12 mo,High ($70+),Churned
2359-QWQUL,Female,No,True,False,39,39,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),104.7,4134.85,Yes,1,25-48 mo,High ($70+),Churned
9103-TCIHJ,Female,No,False,False,15,15,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,55.7,899.8,Yes,1,13-24 mo,Medium ($35-70),Churned
4140-WJAWW,Female,No,False,False,5,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.85,108.05,Yes,1,0-6 mo,Low ($0-35),Churned
6653-CBBOM,Female,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,70.3,Yes,1,0-6 mo,High ($70+),Churned
3247-ZVOUO,Male,Yes,True,False,10,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,85.55,851.75,Yes,1,7-12 mo,High ($70+),Churned
6101-IMRMM,Male,No,False,False,6,6,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Mailed check,94.5,575.45,Yes,1,0-6 mo,High ($70+),Churned
1268-ASBGA,Female,Yes,True,False,16,16,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),85.35,1375.15,Yes,1,13-24 mo,High ($70+),Churned
